sample,sample_complete_description,core,method,enrichment,subgroup,genome,length,relative_abundance (%),breadth,coverage,sample_read_bases,sample_reads,popANI_reference,conANI_reference,filtered_read_pair_count,reads_unfiltered_pairs,reads_mean_PID,divergent_site_count,reads_unfiltered_reads,nucl_diversity,true_scaffolds,detected_scaffolds,coverage_median,coverage_std,coverage_SEM,breadth_minCov,breadth_expected,nucl_diversity_rarefied,iRep,iRep_GC_corrected,linked_SNV_count,SNV_distance_mean,r2_mean,d_prime_mean,consensus_divergent_sites,population_divergent_sites,SNS_count,SNV_count
5_19_A_S4,5_19_A_S4_MIGS,MIGS,amicon,enriched,MIGS_amicon,Human_bocavirus_3_strain_W471-tax638313-GCF_000882855.1_ViralProj37291_genomic.fna,5242.0,0.7615396268630628,0.9378099961846624,32.86016787485693,25431914,343252,0.9987352445193928,0.9972596964586846,1307,1788,0.9818228962388716,37.0,3754,0.0041353323231458905,1.0,1.0,35,19.94228535991905,0.28087725859040924,0.9049980923311712,0.9999999999997496,0.0031095716012208285,,False,15.0,25.066666666666666,0.7359260927408544,1.0,13.0,6.0,6.0,31.0
5_19_A_S4,5_19_A_S4_MIGS,MIGS,amicon,enriched,MIGS_amicon,Human_bocavirus_2c_PK-tax1511882-GCF_000882675.1_ViralProj33891_genomic.fna,5196.0,0.5832449628844115,0.6572363356428021,27.00846805234796,25431914,343252,0.9708029197080292,0.9631194775259316,1001,3678,0.952956370398408,150.0,8036,0.013568777512276696,1.0,1.0,6,42.40426780321349,0.5999869748213581,0.5009622786759046,0.9999999999560724,0.01604872318405537,,False,244.0,52.733606557377044,0.3539558154913727,0.9496686436515419,96.0,76.0,70.0,80.0
5_19_A_S4,5_19_A_S4_MIGS,MIGS,amicon,enriched,MIGS_amicon,Cucumber_green_mottle_mosaic_virus_strain_SH-tax12235-GCF_000849225.1_ViralProj14681_genomic.fna,6424.0,0.12119375852143616,0.9330635118306352,4.304950186799502,25431914,343252,0.9869308600337268,0.9860876897133221,208,235,0.9797535511917624,43.0,493,0.004354221498182209,1.0,1.0,4,3.151827274599997,0.039954206409593664,0.36924034869240346,0.9776576436670688,0.0,,False,,,,,33.0,31.0,31.0,12.0
5_19_F_S3,5_19_F_S3_MIGS,MIGS,amicon,enriched,MIGS_amicon,Cucumber_green_mottle_mosaic_virus_strain_SH-tax12235-GCF_000849225.1_ViralProj14681_genomic.fna,6424.0,0.006572107973759365,0.21902241594022406,0.2429950186799502,24851304,334748,0.0,0.0,11,16,0.9703204289059494,0.0,32,,1.0,1.0,0,0.4872236516995702,0.006176301126815756,0.0,0.19310731642503587,,,False,,,,,0.0,0.0,0.0,0.0
5_19_F_S3,5_19_F_S3_MIGS,MIGS,amicon,enriched,MIGS_amicon,Pepper_mild_mottle_virus_strain_S-tax12239-GCF_000859645.1_ViralProj15148_genomic.fna,6357.0,0.00896196541876277,0.2464999213465471,0.32326569136385097,24851304,334748,0.0,0.0,15,15,0.979924907973888,0.0,30,,1.0,1.0,0,0.6299222228541047,0.008028559390969444,0.0,0.2483192693386407,,,False,,,,,0.0,0.0,0.0,0.0
5_19_F_S3,5_19_F_S3_MIGS,MIGS,amicon,enriched,MIGS_amicon,Tomato_brown_rugose_fruit_virus-tax1761477-GCF_001461485.1_ViralProj304915_genomic.fna,6393.0,0.3327876492167242,0.9738776787110902,11.477084310965116,24851304,334748,0.9992766726943942,0.9989150090415914,557,613,0.9908360157818601,25.0,1260,0.004213506910296538,1.0,1.0,11,6.528848345545107,0.082970003217835,0.865008603159706,0.9999603042110062,0.0,,False,4.0,27.5,0.023534409748423454,1.0,6.0,4.0,4.0,21.0
5_19_F_S3,5_19_F_S3_MIGS,MIGS,amicon,enriched,MIGS_amicon,Tomato_mosaic_virus-tax12253-GCF_000853705.1_ViralProj14926_genomic.fna,6383.0,0.01852139519877639,0.40623531254895817,0.6355945480181733,24851304,334748,1.0,0.9714285714285714,31,35,0.9809942484833141,1.0,70,0.013714286259242424,1.0,1.0,0,0.9684480016235364,0.012317194714852141,0.005483315055616481,0.4294930833416051,0.0,,False,,,,,1.0,0.0,0.0,1.0
5_19_F_S3,5_19_F_S3_MIGS,MIGS,amicon,enriched,MIGS_amicon,Severe_acute_respiratory_syndrome_coronavirus_2-tax2697049-GCF_009858895.2_ASM985889v3_genomic.fna,29903.0,14.37081028116673,0.9982276025816808,111.80924990803598,24851304,334748,0.9998321415382552,0.9997649981535568,24053,25013,0.9961164205805813,24.0,50686,0.0017161691869562734,1.0,1.0,111,28.93993221038044,0.1679208649506643,0.9961207905561316,1.0,0.001738456378926001,1.4193772849232469,False,9.0,1.7777777777777777,0.7321973069063018,0.8144620811287479,7.0,5.0,5.0,19.0
5_28_A_S28,5_28_A_S28_MIGS,MIGS,amicon,enriched,MIGS_amicon,Cucumber_green_mottle_mosaic_virus_strain_SH-tax12235-GCF_000849225.1_ViralProj14681_genomic.fna,6424.0,0.05743942797688523,0.9198318804483188,5.8290784557907855,71023874,978422,0.9831558087688878,0.981917265296012,281,325,0.9744843483808008,84.0,655,0.004084670443271432,1.0,1.0,6,3.641864137247392,0.04616616926565103,0.6284246575342466,0.9941836146057664,0.0,,False,,,,,73.0,68.0,68.0,16.0
5_28_A_S28,5_28_A_S28_MIGS,MIGS,amicon,enriched,MIGS_amicon,uncultured_crAssphage-tax1211417-GCF_000922395.1_ViralProj259336_genomic.fna,97065.0,0.415362696259896,0.8392520475969711,2.8114047287899857,71023874,978422,0.9943264547873676,0.9890043681277301,2032,2522,0.97373846771749,470.0,5277,0.015354695907646819,1.0,1.0,2,2.3706168442951983,0.007616933540574637,0.2051923968474733,0.91646339630049,0.0,,False,,,,,219.0,113.0,111.0,359.0
5_28_A_S28,5_28_A_S28_MIGS,MIGS,amicon,enriched,MIGS_amicon,Sewage_associated_gemycircularvirus_4-tax1519399-GCF_000928235.1_ViralProj272438_genomic.fna,2115.0,0.001022053878592264,0.22364066193853427,0.2959810874704492,71023874,978422,0.0,0.0,5,6,0.9785499785499784,0.0,12,,1.0,1.0,0,0.6596798863911569,0.01507864358717224,0.0,0.2299896327287476,,,False,,,,,0.0,0.0,0.0,0.0
5_28_A_S28,5_28_A_S28_MIGS,MIGS,amicon,enriched,MIGS_amicon,Severe_acute_respiratory_syndrome_coronavirus_2-tax2697049-GCF_009858895.2_ASM985889v3_genomic.fna,29903.0,0.023507239207622068,0.2316155569675284,0.4707888840584557,71023874,978422,0.9944954128440368,0.9944954128440368,115,138,0.9846942643709866,3.0,281,0.003955147791346314,1.0,1.0,0,1.0961825760492063,0.00636048229055649,0.01822559609403739,0.3401261407811871,0.0,,False,,,,,3.0,3.0,3.0,0.0
5_28_A_S28,5_28_A_S28_MIGS,MIGS,amicon,enriched,MIGS_amicon,Tobacco_mild_green_mosaic_virus-tax12241-GCF_000847545.1_ViralProj14671_genomic.fna,6355.0,0.005519090944398225,0.2874901652242329,0.5169158143194336,71023874,978422,1.0,1.0,27,34,0.9748511184727486,0.0,70,0.013913043167280148,1.0,1.0,0,0.9863202972859328,0.012573008944654466,0.007238394964594806,0.3664628661971528,0.0,,False,,,,,0.0,0.0,0.0,0.0
5_28_A_S28,5_28_A_S28_MIGS,MIGS,amicon,enriched,MIGS_amicon,Tobacco_mosaic_virus-tax12242-GCF_000854365.1_ViralProj15071_genomic.fna,6395.0,0.002044107757184528,0.13870211102423768,0.20109460516028144,71023874,978422,0.0,0.0,10,13,0.9763799509160194,0.0,26,,1.0,1.0,0,0.5415792263858735,0.006881393565695331,0.0,0.16269471376074718,,,False,,,,,0.0,0.0,0.0,0.0
5_28_A_S28,5_28_A_S28_MIGS,MIGS,amicon,enriched,MIGS_amicon,Tomato_brown_rugose_fruit_virus-tax1761477-GCF_001461485.1_ViralProj304915_genomic.fna,6393.0,2.374844392296984,0.9912404192085094,238.35288596902862,71023874,978422,0.9996826907821672,0.9990480723465016,11618,12954,0.9905885012952059,30.0,26353,0.0046274446786708215,1.0,1.0,226,128.3513765507201,1.631116785350551,0.98592210229939,1.0,0.004423175779413424,,False,19.0,56.21052631578947,0.1333213296338653,0.9410497271825397,6.0,2.0,2.0,28.0
5_28_A_S28,5_28_A_S28_MIGS,MIGS,amicon,enriched,MIGS_amicon,Tomato_mosaic_virus-tax12253-GCF_000853705.1_ViralProj14926_genomic.fna,6383.0,0.16332420979904377,0.9739934200219332,16.527024909916967,71023874,978422,0.9972461273666092,0.9929432013769364,799,893,0.9842596255101552,116.0,1807,0.008861480953361034,1.0,1.0,16,8.485479674589103,0.10792247516192724,0.910230299232336,0.9999995406084752,0.0,,False,8.0,15.25,0.5750906111432432,1.0,41.0,16.0,16.0,100.0
5_28_A_S28,5_28_A_S28_MIGS,MIGS,amicon,enriched,MIGS_amicon,Tropical_soda_apple_mosaic_virus-tax327387-GCF_001654245.1_ViralProj322841_genomic.fna,6350.0,0.0024529293086214335,0.1922834645669292,0.2494488188976378,71023874,978422,0.0,0.0,12,13,0.9862900745779144,0.0,27,,1.0,1.0,0,0.5561223785647468,0.007091990171732646,0.0,0.197692483107044,,,False,,,,,0.0,0.0,0.0,0.0
5_28_A_S28,5_28_A_S28_MIGS,MIGS,amicon,enriched,MIGS_amicon,Wenzhou_picorna_like_virus_47_strain_WHCCII11151-tax1923634-GCF_001957975.1_ViralProj361705_genomic.fna,8235.0,0.003270572411495245,0.2010928961748634,0.25925925925925924,71023874,978422,0.9615384615384616,0.9615384615384616,16,43,0.9505978218876024,1.0,98,0.0,1.0,1.0,0,0.6195029619278125,0.006911582135610711,0.0031572556162720107,0.2046125510881768,0.0,,False,,,,,1.0,1.0,1.0,0.0
5_28_A_S28,5_28_A_S28_MIGS,MIGS,amicon,enriched,MIGS_amicon,Pepper_mild_mottle_virus_strain_S-tax12239-GCF_000859645.1_ViralProj15148_genomic.fna,6357.0,0.05825707107975904,0.9042000943841436,6.016831838917729,71023874,978422,0.9973890339425588,0.9909802990742941,285,324,0.9771647017100136,124.0,654,0.01648217277659281,1.0,1.0,6,3.6831699017741495,0.04694317366586008,0.6627339940223376,0.9950721993878404,0.0,,False,,,,,38.0,11.0,11.0,113.0
5_28_A_S28,5_28_A_S28_MIGS,MIGS,amicon,enriched,MIGS_amicon,Human_bocavirus_3_strain_W471-tax638313-GCF_000882855.1_ViralProj37291_genomic.fna,5242.0,0.003270572411495245,0.18695154521175125,0.3714231209462037,71023874,978422,0.0,0.0,16,23,0.9669849073831036,0.0,55,,1.0,1.0,0,0.9210347332960156,0.012972320187267829,0.0,0.27961293114690444,,,False,,,,,0.0,0.0,0.0,0.0
5_28_A_S28,5_28_A_S28_MIGS,MIGS,amicon,enriched,MIGS_amicon,Hubei_picorna_like_virus_61_strain_mosHB235903-tax1923144-GCF_001957495.1_ViralProj361635_genomic.fna,8681.0,0.025551346964806595,0.6873632070038014,1.9428637253772607,71023874,978422,0.9793713163064832,0.975442043222004,125,239,0.9493139170011105,35.0,514,0.014594840804345475,1.0,1.0,1,2.032123706776477,0.022067453302112502,0.11726759589908994,0.8201349928099847,0.0,,False,,,,,25.0,21.0,21.0,14.0
5_28_A_S28,5_28_A_S28_MIGS,MIGS,amicon,enriched,MIGS_amicon,Cactus_virus_X-tax112227-GCF_000856405.1_ViralProj14996_genomic.fna,6614.0,0.0016352862057476224,0.1149077713940127,0.16359237980042335,71023874,978422,0.0,0.0,8,9,0.9778764180666579,0.0,23,,1.0,1.0,0,0.5061938857616459,0.00632100705596345,0.0,0.13450360652916882,,,False,,,,,0.0,0.0,0.0,0.0
5_28_E_S26,5_28_E_S26_MIGS,MIGS,amicon,enriched,MIGS_amicon,Human_bocavirus_2c_PK-tax1511882-GCF_000882675.1_ViralProj33891_genomic.fna,5196.0,0.044986216778075266,0.6624326404926867,5.87278675904542,72838764,1009198,0.9692307692307692,0.9652421652421652,227,791,0.9538065984887772,63.0,1725,0.004304225764043657,1.0,1.0,2,9.33346615529608,0.13206119131926738,0.3377598152424942,0.9944038180490238,0.0,,False,,,,,61.0,54.0,53.0,10.0
5_28_E_S26,5_28_E_S26_MIGS,MIGS,amicon,enriched,MIGS_amicon,Wenzhou_picorna_like_virus_47_strain_WHCCII11151-tax1923634-GCF_001957975.1_ViralProj361705_genomic.fna,8235.0,0.0025763031635021075,0.12106860959319975,0.201578627808136,72838764,1009198,0.0,0.0,13,15,0.9637050062314926,0.0,32,,1.0,1.0,0,0.6372633623281856,0.0071097288333222455,0.0,0.16305249487817608,,,False,,,,,0.0,0.0,0.0,0.0
5_28_E_S26,5_28_E_S26_MIGS,MIGS,amicon,enriched,MIGS_amicon,Tobacco_mild_green_mosaic_virus-tax12241-GCF_000847545.1_ViralProj14671_genomic.fna,6355.0,0.007927086656929561,0.4265932336742722,0.800786782061369,72838764,1009198,0.9863013698630136,0.9863013698630136,40,48,0.9741682021945114,1.0,98,0.004383561545855397,1.0,1.0,0,1.1398321984382889,0.014529884932718971,0.011487018095987412,0.5069253657962405,0.0,,False,,,,,1.0,1.0,1.0,0.0
5_28_E_S26,5_28_E_S26_MIGS,MIGS,amicon,enriched,MIGS_amicon,Tomato_brown_rugose_fruit_virus-tax1761477-GCF_001461485.1_ViralProj304915_genomic.fna,6393.0,2.422121328024828,0.9898326294384484,246.37619271077745,72838764,1009198,0.9996814272061166,0.9993628544122332,12222,13999,0.9907977727845084,24.0,28648,0.004233475958476896,1.0,1.0,240,123.32880834788642,1.5672889128230405,0.9820115751603316,1.0,0.0042708758936310645,,False,12.0,68.83333333333333,0.5453373270104267,0.9298333333333334,4.0,2.0,2.0,22.0
5_28_E_S26,5_28_E_S26_MIGS,MIGS,amicon,enriched,MIGS_amicon,uncultured_crAssphage-tax1211417-GCF_000922395.1_ViralProj259336_genomic.fna,97065.0,0.4046777738362541,0.835914078195024,2.7674444959563185,72838764,1009198,0.9953377538334024,0.9902092830501452,2042,2616,0.973949700425383,440.0,5444,0.014888720839314026,1.0,1.0,2,2.373486489475633,0.007626153881971011,0.1988770411579869,0.9131570088278256,0.0,,False,,,,,189.0,90.0,89.0,351.0
5_28_E_S26,5_28_E_S26_MIGS,MIGS,amicon,enriched,MIGS_amicon,Wuhan_insect_virus_23_strain_WHCCII13263-tax1923727-GCF_001921615.1_ViralMultiSegProj358547_genomic.fna,2858.0,0.0009908858321161951,0.17389783065080475,0.2295311406578027,72838764,1009198,0.0,0.0,5,7,0.9570512717877828,0.0,14,,2.0,1.0,0,0.5806118800421248,0.011713409853202995,0.0,0.1834572392890942,,,False,,,,,0.0,0.0,0.0,0.0
5_28_E_S26,5_28_E_S26_MIGS,MIGS,amicon,enriched,MIGS_amicon,Tropical_soda_apple_mosaic_virus-tax327387-GCF_001654245.1_ViralProj322841_genomic.fna,6350.0,0.004359897661311259,0.29748031496062993,0.4277165354330709,72838764,1009198,1.0,1.0,22,26,0.9881469116842624,1.0,56,0.014545455123438966,1.0,1.0,0,0.8073386712246984,0.010295643804808055,0.005196850393700788,0.3145458726786974,0.0,,False,,,,,0.0,0.0,0.0,1.0
5_28_E_S26,5_28_E_S26_MIGS,MIGS,amicon,enriched,MIGS_amicon,Tomato_mosaic_virus-tax12253-GCF_000853705.1_ViralProj14926_genomic.fna,6383.0,0.15457818981012644,0.9887200375998748,15.95362682124393,72838764,1009198,0.9973181361045927,0.992122024807241,780,918,0.9835150368708172,118.0,1881,0.008620206827370858,1.0,1.0,14,9.976398852248217,0.12688471349020986,0.9346702177659408,0.9999992377966728,0.000509091011889562,,False,27.0,16.555555555555557,0.514436258468797,0.9668109668109668,47.0,16.0,16.0,102.0
5_28_E_S26,5_28_E_S26_MIGS,MIGS,amicon,enriched,MIGS_amicon,Tomato_bushy_stunt_virus_satellite_RNA-tax373058-GCF_000846405.1_ViralProj14430_genomic.fna,822.0,0.00019817716642323905,0.17761557177615572,0.17761557177615572,72838764,1009198,0.0,0.0,1,1,0.9726027397260274,0.0,2,,1.0,1.0,0,0.4238278777937344,0.017007626876576618,0.0,0.14515451859293527,,,False,,,,,0.0,0.0,0.0,0.0
5_28_E_S26,5_28_E_S26_MIGS,MIGS,amicon,enriched,MIGS_amicon,Human_bocavirus_3_strain_W471-tax638313-GCF_000882855.1_ViralProj37291_genomic.fna,5242.0,0.055489606598506935,0.8712323540633347,6.680465471194202,72838764,1009198,1.0,0.9987421383647801,280,388,0.9822576039035776,15.0,806,0.00364755691972174,1.0,1.0,7,4.854813977975239,0.06837766166162305,0.6066386875238459,0.9972574057804786,0.0,,False,,,,,4.0,0.0,0.0,15.0
5_28_E_S26,5_28_E_S26_MIGS,MIGS,amicon,enriched,MIGS_amicon,Human_feces_pecovirus_strain_PeCV_NI-tax1820160-GCF_003726995.1_ASM372699v1_genomic.fna,2928.0,0.0019817716642323902,0.2780054644808743,0.44364754098360654,72838764,1009198,0.0,0.0,10,15,0.9698510309067704,0.0,30,,1.0,1.0,0,0.7839227732024513,0.015011728874240324,0.0,0.32412070642862045,,,False,,,,,0.0,0.0,0.0,0.0
5_28_E_S26,5_28_E_S26_MIGS,MIGS,amicon,enriched,MIGS_amicon,Parabacteroides_phage_YZ_2015b-tax1655645-GCF_001502355.1_ViralProj307816_genomic.fna,5001.0,0.0017835944978091512,0.20055988802239552,0.2469506098780244,72838764,1009198,0.0,0.0,9,10,0.9856537135402104,0.0,21,,1.0,1.0,0,0.5379400519149343,0.007764495844524211,0.0,0.19592070458013267,,,False,,,,,0.0,0.0,0.0,0.0
