sample,sample_complete_description,core,method,enrichment,subgroup,genome,length,coverage,breadth,popANI_reference,conANI_reference,filtered_read_pair_count,reads_unfiltered_pairs,reads_mean_PID,divergent_site_count,reads_unfiltered_reads,nucl_diversity,true_scaffolds,detected_scaffolds,coverage_median,coverage_std,coverage_SEM,breadth_minCov,breadth_expected,nucl_diversity_rarefied,iRep,iRep_GC_corrected,linked_SNV_count,SNV_distance_mean,r2_mean,d_prime_mean,consensus_divergent_sites,population_divergent_sites,SNS_count,SNV_count
5_13_A_S1,5_13_A_S1_MIGS,MIGS,amicon,enriched,MIGS_amicon,Pepper_mild_mottle_virus_strain_S-tax12239-GCF_000859645.1_ViralProj15148_genomic.fna,6357.0,0.4959886739027843,0.33962560956425986,0.0,0.0,24,30,0.974398350205838,0.0,61,,1.0,1.0,0,0.7769608757670743,0.009902613861267652,0.0,0.3546471122815293,,,False,,,,,0.0,0.0,0.0,0.0
5_13_A_S1,5_13_A_S1_MIGS,MIGS,amicon,enriched,MIGS_amicon,Proteus_phage_VB_PmiS_Isfahan-tax1969841-GCF_002621085.1_ASM262108v1_genomic.fna,54836.0,0.0024983587424319787,0.0024983587424319787,0.0,0.0,1,1,1.0,0.0,2,,1.0,1.0,0,0.050012164843336315,0.00021396373984372945,0.0,0.0022036192279318856,,,False,,,,,0.0,0.0,0.0,0.0
5_13_A_S1,5_13_A_S1_MIGS,MIGS,amicon,enriched,MIGS_amicon,Severe_acute_respiratory_syndrome_coronavirus_2-tax2697049-GCF_009858895.2_ASM985889v3_genomic.fna,29903.0,2.508343644450389,0.7049794335016554,0.9998274969811972,0.9994824909435917,594,662,0.9882738964707068,8.0,1377,0.004076951821343489,1.0,1.0,1,3.323711854369478,0.01928548295743096,0.1938601478112564,0.8908320151897026,0.0,,False,,,,,3.0,1.0,1.0,7.0
5_13_A_S1,5_13_A_S1_MIGS,MIGS,amicon,enriched,MIGS_amicon,Tobacco_mild_green_mosaic_virus-tax12241-GCF_000847545.1_ViralProj14671_genomic.fna,6355.0,0.04689221085759247,0.04689221085759247,0.0,0.0,2,3,0.9687687687687688,0.0,6,,1.0,1.0,0,0.2146434730200205,0.002736143941900513,0.0,0.040560310981876964,,,False,,,,,0.0,0.0,0.0,0.0
5_13_A_S1,5_13_A_S1_MIGS,MIGS,amicon,enriched,MIGS_amicon,Tomato_brown_rugose_fruit_virus-tax1761477-GCF_001461485.1_ViralProj304915_genomic.fna,6393.0,13.32175817300172,0.9368058814328172,0.9998016660055532,0.9992066640222134,654,743,0.990614017495242,33.0,1524,0.004305660618245222,1.0,1.0,11,11.393602529974794,0.14479234139659194,0.7886751134052871,0.9999922134484044,0.0,1.6071678650860923,False,20.0,7.95,0.5152559835225377,0.9719696969696968,4.0,1.0,1.0,32.0
5_13_A_S1,5_13_A_S1_MIGS,MIGS,amicon,enriched,MIGS_amicon,Tomato_mosaic_virus-tax12253-GCF_000853705.1_ViralProj14926_genomic.fna,6383.0,0.9503368322105592,0.43600187999373335,1.0,0.9958333333333332,48,67,0.9746256422051152,1.0,136,0.0033333333830039003,1.0,1.0,0,1.6022377418374618,0.02037804220011041,0.037599874667084435,0.567921253092585,0.0,,False,,,,,1.0,0.0,0.0,1.0
5_13_A_S1,5_13_A_S1_MIGS,MIGS,amicon,enriched,MIGS_amicon,Tropical_soda_apple_mosaic_virus-tax327387-GCF_001654245.1_ViralProj322841_genomic.fna,6350.0,0.1499212598425197,0.08409448818897637,0.0,0.0,8,8,0.9891107382550336,0.0,16,,1.0,1.0,0,0.542597411124058,0.006919512062849635,0.0,0.12399236509692325,,,False,,,,,0.0,0.0,0.0,0.0
5_13_A_S1,5_13_A_S1_MIGS,MIGS,amicon,enriched,MIGS_amicon,Melon_necrotic_spot_virus-tax11987-GCF_000865645.1_ViralProj15502_genomic.fna,4266.0,0.03117674636661978,0.03117674636661978,0.0,0.0,1,1,0.9798657718120806,0.0,2,,1.0,1.0,0,0.17787725523994655,0.0027899096844087906,0.0,0.02715359562455377,,,False,,,,,0.0,0.0,0.0,0.0
5_13_C_S2,5_13_C_S2_MIGS,MIGS,amicon,enriched,MIGS_amicon,Pepper_mild_mottle_virus_strain_S-tax12239-GCF_000859645.1_ViralProj15148_genomic.fna,6357.0,0.2386345760578889,0.17177914110429449,0.0,0.0,11,12,0.9809186087694282,0.0,24,,1.0,1.0,0,0.6065572194576657,0.00773076497979821,0.0,0.18999457245002127,,,False,,,,,0.0,0.0,0.0,0.0
5_13_C_S2,5_13_C_S2_MIGS,MIGS,amicon,enriched,MIGS_amicon,Achromobacter_phage_phiAxp_1-tax1610509-GCF_001504575.1_ViralProj308016_genomic.fna,45045.0,0.04590964590964591,0.04368964368964369,0.0,0.0,16,25,0.9690495117758496,0.0,51,,1.0,1.0,0,0.2201082976312143,0.0010394036628128774,0.0,0.03972753524743233,,,False,,,,,0.0,0.0,0.0,0.0
5_13_C_S2,5_13_C_S2_MIGS,MIGS,amicon,enriched,MIGS_amicon,Chayote_mosaic_virus-tax71030-GCF_000862665.1_ViralProj15420_genomic.fna,6364.0,0.036455059710873663,0.02325581395348837,0.0,0.0,2,2,0.9628378378378378,0.0,4,,1.0,1.0,0,0.2519450641411589,0.0032092959691198885,0.0,0.031677240189656675,,,False,,,,,0.0,0.0,0.0,0.0
5_13_C_S2,5_13_C_S2_MIGS,MIGS,amicon,enriched,MIGS_amicon,Escherichia_phage_DE3-tax482822-GCF_002758635.1_ASM275863v1_genomic.fna,42925.0,0.0023995340710541643,0.0023995340710541643,0.0,0.0,1,4,0.9599096014244624,0.0,18,,1.0,1.0,0,0.049040337833988916,0.00023725616168531488,0.0,0.0021165455366686237,,,False,,,,,0.0,0.0,0.0,0.0
5_13_C_S2,5_13_C_S2_MIGS,MIGS,amicon,enriched,MIGS_amicon,Severe_acute_respiratory_syndrome_coronavirus_2-tax2697049-GCF_009858895.2_ASM985889v3_genomic.fna,29903.0,3.7168511520583216,0.9442196435140288,0.9998819501829772,0.9998819501829772,821,888,0.9936800498584984,1.0,1796,0.002344433799176704,1.0,1.0,3,2.810959034357776,0.016310289497531508,0.2832826137845701,0.9624461571802848,0.0,,False,,,,,1.0,1.0,1.0,0.0
5_13_C_S2,5_13_C_S2_MIGS,MIGS,amicon,enriched,MIGS_amicon,Cucumber_green_mottle_mosaic_virus_strain_SH-tax12235-GCF_000849225.1_ViralProj14681_genomic.fna,6424.0,0.149439601494396,0.13216064757160648,0.0,0.0,8,8,0.9823749707213504,0.0,16,,1.0,1.0,0,0.40757764975437305,0.005166666865743768,0.0,0.12361971602521238,,,False,,,,,0.0,0.0,0.0,0.0
5_13_C_S2,5_13_C_S2_MIGS,MIGS,amicon,enriched,MIGS_amicon,Tomato_brown_rugose_fruit_virus-tax1761477-GCF_001461485.1_ViralProj304915_genomic.fna,6393.0,3.9091193492882836,0.8850305021116847,0.999582985821518,0.999582985821518,193,216,0.9917814463173308,8.0,447,0.0035241326508271826,1.0,1.0,3,3.048588747991517,0.038742118800064285,0.3750977631784765,0.9683099454976608,0.0,,False,,,,,1.0,1.0,1.0,7.0
5_13_C_S2,5_13_C_S2_MIGS,MIGS,amicon,enriched,MIGS_amicon,Tomato_mosaic_virus-tax12253-GCF_000853705.1_ViralProj14926_genomic.fna,6383.0,0.3319755600814664,0.18611937960206798,1.0,1.0,18,19,0.9786830494333532,0.0,38,0.0,1.0,1.0,0,0.8060090169970852,0.010251216366430048,0.001723327588908037,0.25407813252517275,0.0,,False,,,,,0.0,0.0,0.0,0.0
5_13_C_S2,5_13_C_S2_MIGS,MIGS,amicon,enriched,MIGS_amicon,Tropical_soda_apple_mosaic_virus-tax327387-GCF_001654245.1_ViralProj322841_genomic.fna,6350.0,0.03937007874015748,0.02346456692913386,0.0,0.0,2,2,0.9865771812080536,0.0,4,,1.0,1.0,0,0.26803633971982954,0.003418152479075087,0.0,0.03416646103224718,,,False,,,,,0.0,0.0,0.0,0.0
5_13_C_S2,5_13_C_S2_MIGS,MIGS,amicon,enriched,MIGS_amicon,Wenzhou_picorna_like_virus_47_strain_WHCCII11151-tax1923634-GCF_001957975.1_ViralProj361705_genomic.fna,8235.0,0.017972070431086826,0.017972070431086826,0.0,0.0,1,1,0.9594594594594594,0.0,2,,1.0,1.0,0,0.13446241187780456,0.0015001510258381224,0.0,0.0157440836873185,,,False,,,,,0.0,0.0,0.0,0.0
5_13_C_S2,5_13_C_S2_MIGS,MIGS,amicon,enriched,MIGS_amicon,Stx2_converting_phage_1717-tax563769-GCF_000880675.1_ViralProj32213_genomic.fna,62147.0,0.002333177788147457,0.002333177788147457,0.0,0.0,1,1,0.9932885906040269,0.0,2,,1.0,1.0,0,0.04832423492727959,0.0001941593694326817,0.0,0.002058075239816825,,,False,,,,,0.0,0.0,0.0,0.0
5_13_C_S2,5_13_C_S2_MIGS,MIGS,amicon,enriched,MIGS_amicon,Wuhan_insect_virus_23_strain_WHCCII13263-tax1923727-GCF_001921615.1_ViralMultiSegProj358547_genomic.fna,2858.0,0.08362491252624213,0.08362491252624213,0.0,0.0,2,2,0.9699328859060404,0.0,4,,2.0,1.0,0,0.29627548862119096,0.005977136098948242,0.0,0.07118044777607202,,,False,,,,,0.0,0.0,0.0,0.0
5_19_A_S4,5_19_A_S4_MIGS,MIGS,amicon,enriched,MIGS_amicon,Human_coronavirus_OC43_strain_ATCC_VR_759-tax31631-GCF_003972325.1_ASM397232v1_genomic.fna,30741.0,0.004293939689665268,0.004293939689665268,0.0,0.0,1,10,0.9752161653631052,0.0,21,,1.0,1.0,0,0.06560014236867491,0.0003753792528329803,0.0,0.003784369900874273,,,False,,,,,0.0,0.0,0.0,0.0
5_19_A_S4,5_19_A_S4_MIGS,MIGS,amicon,enriched,MIGS_amicon,Human_bocavirus_4_NI_strain_HBoV4_NI_385-tax1511883-GCF_000886375.1_ViralProj38243_genomic.fna,5104.0,0.2601880877742947,0.09090909090909093,0.9770114942528736,0.9770114942528736,10,601,0.9544040300684496,2.0,1364,0.0028149190990404143,1.0,1.0,0,1.111483370428993,0.01587347537964596,0.017045454545454544,0.20526462510406773,0.0,,False,,,,,2.0,2.0,2.0,0.0
5_19_A_S4,5_19_A_S4_MIGS,MIGS,amicon,enriched,MIGS_amicon,Human_bocavirus_3_strain_W471-tax638313-GCF_000882855.1_ViralProj37291_genomic.fna,5242.0,32.86016787485693,0.9378099961846624,0.9987352445193928,0.9972596964586846,1307,1788,0.9818228962388716,37.0,3754,0.0041353323231458905,1.0,1.0,35,19.94228535991905,0.28087725859040924,0.9049980923311712,0.9999999999997496,0.0031095716012208285,,False,15.0,25.066666666666666,0.7359260927408544,1.0,13.0,6.0,6.0,31.0
5_19_A_S4,5_19_A_S4_MIGS,MIGS,amicon,enriched,MIGS_amicon,Human_bocavirus_2c_PK-tax1511882-GCF_000882675.1_ViralProj33891_genomic.fna,5196.0,27.00846805234796,0.6572363356428021,0.9708029197080292,0.9631194775259316,1001,3678,0.952956370398408,150.0,8036,0.013568777512276696,1.0,1.0,6,42.40426780321349,0.5999869748213581,0.5009622786759046,0.9999999999560724,0.01604872318405537,,False,244.0,52.733606557377044,0.3539558154913727,0.9496686436515419,96.0,76.0,70.0,80.0
5_19_A_S4,5_19_A_S4_MIGS,MIGS,amicon,enriched,MIGS_amicon,Hubei_picorna_like_virus_61_strain_mosHB235903-tax1923144-GCF_001957495.1_ViralProj361635_genomic.fna,8681.0,0.11496371385785048,0.09399838728257114,0.0,0.0,7,15,0.9438770573760792,0.0,37,,1.0,1.0,0,0.3830755935847927,0.004159935118330512,0.0,0.09653052909852056,,,False,,,,,0.0,0.0,0.0,0.0
5_19_A_S4,5_19_A_S4_MIGS,MIGS,amicon,enriched,MIGS_amicon,Hubei_picorna_like_virus_36_strain_SCM50248-tax1923116-GCF_001964935.1_ViralProj362145_genomic.fna,9856.0,0.08279220779220779,0.03033685064935065,0.0,0.0,6,6,0.993279710114632,0.0,12,,1.0,1.0,0,0.4976167573459522,0.005064293390949189,0.0,0.07049725579580858,,,False,,,,,0.0,0.0,0.0,0.0
5_19_A_S4,5_19_A_S4_MIGS,MIGS,amicon,enriched,MIGS_amicon,Garlic_common_latent_virus-tax47900-GCF_000896535.1_ViralProj78925_genomic.fna,8638.0,0.017365130817318827,0.017365130817318827,0.0,0.0,1,1,0.9533333333333334,0.0,2,,1.0,1.0,0,0.13213898899991802,0.0014385897285214028,0.0,0.015216452325092387,,,False,,,,,0.0,0.0,0.0,0.0
5_19_A_S4,5_19_A_S4_MIGS,MIGS,amicon,enriched,MIGS_amicon,Escherichia_phage_T7-tax10760-GCF_000844825.1_ViralProj14460_genomic.fna,39937.0,0.021208403235095274,0.01229436362270576,0.0,0.0,7,13,0.992286572868214,0.0,28,,1.0,1.0,0,0.2122664506262026,0.0010648520823353963,0.0,0.0185527589093002,,,False,,,,,0.0,0.0,0.0,0.0
5_19_A_S4,5_19_A_S4_MIGS,MIGS,amicon,enriched,MIGS_amicon,Escherichia_phage_JES2013-tax1327956-GCF_000913575.1_ViralProj219124_genomic.fna,136910.0,0.001102914323278066,0.001102914323278066,0.0,0.0,1,1,1.0,0.0,2,,1.0,1.0,0,0.03321607819874825,8.983587475594706e-05,0.0,0.0009733992867102526,,,False,,,,,0.0,0.0,0.0,0.0
5_19_A_S4,5_19_A_S4_MIGS,MIGS,amicon,enriched,MIGS_amicon,Erwinia_phage_vB_EamM_Y3-tax1983553-GCF_002955045.1_ASM295504v1_genomic.fna,261365.0,0.0004935626422818664,0.0004935626422818664,0.0,0.0,1,1,0.9594594594594594,0.0,2,,1.0,1.0,0,0.022219285202908383,4.347838738300685e-05,0.0,0.0004357208592180584,,,False,,,,,0.0,0.0,0.0,0.0
5_19_A_S4,5_19_A_S4_MIGS,MIGS,amicon,enriched,MIGS_amicon,Enterobacteria_phage_fd_strain_478-tax10864-GCF_000930555.1_ViralProj269628_genomic.fna,6408.0,0.02231585518102372,0.02231585518102372,0.0,0.0,1,4,0.9900217787457221,0.0,8,,1.0,1.0,0,0.15001397297705155,0.0019041047673637602,0.0,0.01951202750314573,,,False,,,,,0.0,0.0,0.0,0.0
5_19_A_S4,5_19_A_S4_MIGS,MIGS,amicon,enriched,MIGS_amicon,Enterobacteria_phage_ID18_sensu_lato-tax489829-GCF_000867085.1_ViralProj16628_genomic.fna,5486.0,0.06726212176449144,0.027160043747721473,0.0,0.0,3,3,0.96420581655481,0.0,6,,1.0,1.0,0,0.4197275847485227,0.005773577720706173,0.0,0.057663126842700814,,,False,,,,,0.0,0.0,0.0,0.0
5_19_A_S4,5_19_A_S4_MIGS,MIGS,amicon,enriched,MIGS_amicon,Enterobacter_phage_CC31-tax709484-GCF_000889435.1_ViralProj60119_genomic.fna,165540.0,0.0014014739639966172,0.0007007369819983086,0.0,0.0,2,2,0.9966887417218544,0.0,4,,1.0,1.0,0,0.05295629868311096,0.00013023567632226949,0.0,0.0012367361209710823,,,False,,,,,0.0,0.0,0.0,0.0
5_19_A_S4,5_19_A_S4_MIGS,MIGS,amicon,enriched,MIGS_amicon,Cucumber_green_mottle_mosaic_virus_strain_SH-tax12235-GCF_000849225.1_ViralProj14681_genomic.fna,6424.0,4.304950186799502,0.9330635118306352,0.9869308600337268,0.9860876897133221,208,235,0.9797535511917624,43.0,493,0.004354221498182209,1.0,1.0,4,3.151827274599997,0.039954206409593664,0.36924034869240346,0.9776576436670688,0.0,,False,,,,,33.0,31.0,31.0,12.0
5_19_A_S4,5_19_A_S4_MIGS,MIGS,amicon,enriched,MIGS_amicon,Caulobacter_virus_Rogue-tax1211643-GCF_000900555.1_ViralProj179422_genomic.fna,223720.0,0.0006660110852851778,0.0006660110852851778,0.0,0.0,1,1,0.9932885906040269,0.0,2,,1.0,1.0,0,0.025810126890810168,5.459249170527008e-05,0.0,0.0005879148985765692,,,False,,,,,0.0,0.0,0.0,0.0
5_19_A_S4,5_19_A_S4_MIGS,MIGS,amicon,enriched,MIGS_amicon,Canine_parvovirus_strain_CPV_N-tax10788-GCF_000848925.1_ViralProj14614_genomic.fna,5323.0,0.02028931053916964,0.02028931053916964,0.0,0.0,1,1,1.0,0.0,2,,1.0,1.0,0,0.1436557422904844,0.0020072580276926147,0.0,0.01775593342283821,,,False,,,,,0.0,0.0,0.0,0.0
5_19_A_S4,5_19_A_S4_MIGS,MIGS,amicon,enriched,MIGS_amicon,Cactus_virus_X-tax112227-GCF_000856405.1_ViralProj14996_genomic.fna,6614.0,0.06924705170849713,0.022679165406713032,0.0,0.0,4,4,0.9783333333333334,0.0,8,,1.0,1.0,0,0.4812181681405424,0.006009127178012725,0.0,0.05931330766363774,,,False,,,,,0.0,0.0,0.0,0.0
5_19_A_S4,5_19_A_S4_MIGS,MIGS,amicon,enriched,MIGS_amicon,Aeromonas_virus_phiO18P-tax393598-GCF_000873905.1_ViralProj19769_genomic.fna,33985.0,0.004413711931734589,0.004413711931734589,0.0,0.0,1,1,0.9866666666666668,0.0,2,,1.0,1.0,0,0.06648404308596602,0.0003617111430602997,0.0,0.003889722988751343,,,False,,,,,0.0,0.0,0.0,0.0
5_19_A_S4,5_19_A_S4_MIGS,MIGS,amicon,enriched,MIGS_amicon,Aeromonas_phage_PX29-tax926067-GCF_000920195.1_ViralProj240747_genomic.fna,222006.0,0.0006666486491356089,0.0006666486491356089,0.0,0.0,1,1,0.9932432432432432,0.0,2,,1.0,1.0,0,0.025822558675654368,5.4829414336095835e-05,0.0,0.0005884775363202976,,,False,,,,,0.0,0.0,0.0,0.0
5_19_A_S4,5_19_A_S4_MIGS,MIGS,amicon,enriched,MIGS_amicon,Acinetobacter_phage_Acj61-tax760732-GCF_000887755.1_ViralProj60117_genomic.fna,164093.0,0.0008105159878849189,0.0008105159878849189,0.0,0.0,1,2,0.9566666666666668,0.0,4,,1.0,1.0,0,0.028475367018814923,7.033807086055931e-05,0.0,0.0007154295754364659,,,False,,,,,0.0,0.0,0.0,0.0
5_19_A_S4,5_19_A_S4_MIGS,MIGS,amicon,enriched,MIGS_amicon,Human_feces_pecovirus_strain_PeCV_NI-tax1820160-GCF_003726995.1_ASM372699v1_genomic.fna,2928.0,0.03756830601092896,0.03756830601092896,0.0,0.0,1,1,0.98,0.0,2,,1.0,1.0,0,0.19671469222016885,0.0037669879306161907,0.0,0.0326286303736979,,,False,,,,,0.0,0.0,0.0,0.0
5_19_A_S4,5_19_A_S4_MIGS,MIGS,amicon,enriched,MIGS_amicon,Enterobacteria_phage_phi80-tax10713-GCF_001015325.1_ViralProj284780_genomic.fna,46150.0,0.0026652221018418198,0.0026652221018418198,0.0,0.0,1,1,0.9597315436241612,0.0,2,,1.0,1.0,0,0.0516687260718409,0.0002410403347303483,0.0,0.002350624062132933,,,False,,,,,0.0,0.0,0.0,0.0
5_19_A_S4,5_19_A_S4_MIGS,MIGS,amicon,enriched,MIGS_amicon,Klebsiella_phage_AltoGao-tax2026943-GCF_002629145.1_ASM262914v1_genomic.fna,43012.0,0.0034873988654329025,0.0034873988654329025,0.0,0.0,1,1,0.96,0.0,4,,1.0,1.0,0,0.05908819430776106,0.00028557687194077555,0.0,0.003074636791498997,,,False,,,,,0.0,0.0,0.0,0.0
5_19_A_S4,5_19_A_S4_MIGS,MIGS,amicon,enriched,MIGS_amicon,Pseudomonas_phage_PaMx42-tax1175662-GCF_001505875.1_ViralProj307949_genomic.fna,43225.0,0.008050896471949103,0.0031000578368999424,0.0,0.0,3,3,0.9666666666666668,0.0,6,,1.0,1.0,0,0.14727312311526802,0.0007100159488641296,0.0,0.007083732830728162,,,False,,,,,0.0,0.0,0.0,0.0
5_19_A_S4,5_19_A_S4_MIGS,MIGS,amicon,enriched,MIGS_amicon,Klebsiella_phage_KpV71-tax1796998-GCF_001754845.1_ViralProj344634_genomic.fna,43267.0,0.0022187810571567246,0.0022187810571567246,0.0,0.0,1,1,1.0,0.0,2,,1.0,1.0,0,0.0471605353515916,0.0002272539593000993,0.0,0.001957265725877844,,,False,,,,,0.0,0.0,0.0,0.0
5_19_A_S4,5_19_A_S4_MIGS,MIGS,amicon,enriched,MIGS_amicon,Xanthomonas_citri_phage_CP2-tax1188795-GCF_000904115.1_ViralProj188546_genomic.fna,42963.0,0.003491376300537672,0.003491376300537672,0.0,0.0,1,1,0.98,0.0,2,,1.0,1.0,0,0.05912191863457971,0.00028590352820670565,0.0,0.0030781380621925925,,,False,,,,,0.0,0.0,0.0,0.0
5_19_A_S4,5_19_A_S4_MIGS,MIGS,amicon,enriched,MIGS_amicon,Uncultured_phage_WW_nAnB_strain_3-tax1449897-GCF_000954655.1_ViralProj276864_genomic.fna,5210.0,0.02898272552783109,0.02898272552783109,0.0,0.0,1,7,0.9260665553389674,0.0,17,,1.0,1.0,0,0.17097168714004882,0.0024157316063986643,0.0,0.0252670536105416,,,False,,,,,0.0,0.0,0.0,0.0
5_19_A_S4,5_19_A_S4_MIGS,MIGS,amicon,enriched,MIGS_amicon,Tropical_soda_apple_mosaic_virus-tax327387-GCF_001654245.1_ViralProj322841_genomic.fna,6350.0,0.17574803149606302,0.14377952755905513,0.0,0.0,9,9,0.9932884562414764,0.0,18,,1.0,1.0,0,0.4631961830003177,0.00590694225594785,0.0,0.14374368291125428,,,False,,,,,0.0,0.0,0.0,0.0
5_19_A_S4,5_19_A_S4_MIGS,MIGS,amicon,enriched,MIGS_amicon,Tomato_mosaic_virus-tax12253-GCF_000853705.1_ViralProj14926_genomic.fna,6383.0,2.8226539244869184,0.8030706564311453,0.9943701618578464,0.9894440534834624,134,154,0.9807293254375044,23.0,309,0.008998869675133636,1.0,1.0,2,2.436986067423999,0.030994779130652374,0.2226225912580292,0.9172890612397808,0.0,,False,,,,,15.0,8.0,8.0,15.0
5_19_A_S4,5_19_A_S4_MIGS,MIGS,amicon,enriched,MIGS_amicon,Tomato_brown_rugose_fruit_virus-tax1761477-GCF_001461485.1_ViralProj304915_genomic.fna,6393.0,33.61708118254341,0.9890505240106366,0.999671322925226,0.9991783073130648,1615,1794,0.9923963983070182,43.0,3658,0.003797068356879985,1.0,1.0,28,20.69003423424046,0.26293338673785976,0.9518223056468011,0.9999999999998715,0.004025396981747531,,False,19.0,27.052631578947373,0.35887576594616416,0.9644444444444444,5.0,2.0,2.0,41.0
5_19_A_S4,5_19_A_S4_MIGS,MIGS,amicon,enriched,MIGS_amicon,Tobacco_mosaic_virus-tax12242-GCF_000854365.1_ViralProj15071_genomic.fna,6395.0,0.03706020328381548,0.023455824863174355,0.0,0.0,2,2,0.9633333333333334,0.0,5,,1.0,1.0,0,0.25471602568145585,0.0032364631706811287,0.0,0.032194517278130615,,,False,,,,,0.0,0.0,0.0,0.0
5_19_A_S4,5_19_A_S4_MIGS,MIGS,amicon,enriched,MIGS_amicon,Tobacco_mild_green_mosaic_virus-tax12241-GCF_000847545.1_ViralProj14671_genomic.fna,6355.0,0.10810385523210073,0.1005507474429583,0.0,0.0,5,7,0.9719721177061428,0.0,16,,1.0,1.0,0,0.33875564691973903,0.004318250157169136,0.0,0.09104137616133023,,,False,,,,,0.0,0.0,0.0,0.0
